gene,mean_vcm3,mean_rest,log2fc,pval,fdr
NAP1L4,0.4618752,0.4445051,0.055302978,0.029272680484551956,0.11873596554520814
CAPZB,0.5241109,0.50234026,0.061207116,0.029285783961480977,0.11873778095359314
STOM,0.22709963,0.20453867,0.15095115,0.02928681189856512,0.11869065625586954
KIZ,0.29311344,0.31804883,-0.11778879,0.029297092976956447,0.11868105626502823
KIFC3,0.35066584,0.37721488,-0.10528934,0.02933593204022914,0.11878710159750963
PTPRG,1.8487328,1.8822672,-0.025934696,0.02951397275572908,0.11945646781460321
LACTB2,0.061378893,0.0798674,-0.37985873,0.029563938584439845,0.11960710297508177
SPATA7,0.15612856,0.18791594,-0.2673514,0.029565234002189012,0.1195607868140247
CCDC9B,0.15090388,0.12667558,0.25248957,0.029568861431608574,0.11952393707511919
NPTN,0.65373904,0.637931,0.03531438,0.029569897910318072,0.11947665038527312
TNFRSF19,0.380992,0.42703107,-0.16457987,0.02959244905435413,0.11951629661125719
LINC01470,0.2290084,0.19303899,0.24650693,0.029599450692080757,0.11949313528102481
ZFAND6,0.41226524,0.40179557,0.037111163,0.029665647569006172,0.11970886257738318
ENTPD6,0.2341965,0.22127992,0.081846476,0.02968592143547338,0.11973917235924816
RNF19A,0.7666365,0.73905885,0.052853346,0.029809641466413288,0.12018653039874924
ENSG00000258851,0.08020693,0.05357007,0.58229065,0.029838094412911388,0.12024957121217124
GLRB,0.18986468,0.16857737,0.17155957,0.029884870549728392,0.12038636990019398
TBL1X,0.19162253,0.22190966,-0.21170425,0.029891670089530257,0.12036208102144759
XIST,0.45281434,0.4442977,0.027392864,0.030217503755075384,0.121621887700608
MINK1,0.17205577,0.20668033,-0.26452327,0.030347894281948645,0.12209431567463216
HARS2,0.117251426,0.09321715,0.330935,0.030383949037240118,0.12218697379656528
STRBP,0.759456,0.7926312,-0.061683357,0.030405705711528536,0.12222207839998317
CIAO2A,0.18813992,0.20567577,-0.12856531,0.030416058093507004,0.12221133063523885
RPL10,0.49912688,0.52090204,-0.061605334,0.030601851867372246,0.12290521156664659
PRPF40B,0.35067704,0.36821452,-0.07040334,0.030889632823886605,0.12400793117402831
ENSG00000256452,0.054793723,0.04348398,0.33351994,0.030981219495905384,0.12432241287877857
UBE2E1,0.39761114,0.4388917,-0.14250648,0.031000914060241934,0.12434825810739197
ANGPTL4,0.10097812,0.12664323,-0.3267243,0.03102656006417318,0.12439794295815075
DIAPH1-AS1,0.10669215,0.0848967,0.3296702,0.031031151269462057,0.1243632042759902
DHRSX,0.99283886,1.0232971,-0.043593418,0.031075743272524346,0.1244887375673883
KDM5D,0.18165156,0.18782012,-0.04817748,0.031171056719336,0.12481726595851914
BTBD9,1.1802611,1.1600232,0.024952412,0.031207135284474094,0.12490842288350508
MISFA,0.1030844,0.12470843,-0.27473044,0.03120957798506069,0.12486492991720231
LDHD,0.09124932,0.10440914,-0.1943605,0.031392975938245735,0.12554514077264342
TPI1,0.17627566,0.18849815,-0.09671664,0.031413440772162085,0.12557345603937992
MPV17,0.28657374,0.26516208,0.11203158,0.03145686407237335,0.12569348327385296
INSL6,0.06762476,0.044371087,0.6079209,0.0314688896752035,0.12568800465421848
WIPF2,0.19875003,0.187537,0.083779335,0.0314735369868799,0.12565307404719456
PDHX,0.44108406,0.4200712,0.07041955,0.03153756571186189,0.1258551431342783
EIF4E2,0.41357273,0.3897734,0.08550525,0.03158470077444294,0.12598965249397265
ARVCF,0.07887894,0.062305424,0.34027743,0.03159128256099059,0.12596235146077933
FDFT1,0.1582355,0.1805712,-0.19049335,0.03161213264599537,0.12599194073267994
GYS1,0.3973196,0.36136395,0.13684714,0.0316780525168994,0.12620105677857757
JPT2,0.0797828,0.052064653,0.61576366,0.0317507004917157,0.12643678778152662
HSPH1,0.10828595,0.09056052,0.25788927,0.03190444549315181,0.12699512414796363
KPNA6,0.3337946,0.3171737,0.073687315,0.03193239209975944,0.12705246084815228
TSPYL2,0.1961281,0.21788464,-0.15176773,0.03196839386603465,0.1271417851848822
ZNF138,0.2128961,0.2513499,-0.23954678,0.0320668836684863,0.12747945024480445
TTC19,0.5019327,0.49470523,0.020924628,0.032094952188138674,0.12753699340496275
ZNF407,0.83884174,0.8916592,-0.08809365,0.03210885528551548,0.12753822196812287
RARB,0.77339554,0.8054022,-0.058502942,0.03211135839113601,0.12749418723048583
CAVIN2,0.084312096,0.10361745,-0.2974522,0.03215003870917507,0.12759376614614235
MAPKBP1,0.19203629,0.21930578,-0.19156384,0.032181791932409574,0.1276657809344045
ENSG00000265987,0.13989171,0.121989295,0.19755435,0.03226492294836294,0.12794146538526674
LRRC20,0.12584929,0.14044301,-0.15828657,0.032293419426484844,0.128000363776629
COX7C,0.3718532,0.4095562,-0.139328,0.03231690330406585,0.12803935253325413
SNX13,0.525501,0.5626942,-0.09865737,0.03231830161520471,0.1279908424456946
COX10,0.44675034,0.48074096,-0.105790734,0.032335644980580315,0.12800549418050824
RUFY1,0.3151026,0.3361436,-0.09325576,0.03253397987683484,0.12873631345612166
SCUBE3,0.086622685,0.11614153,-0.42306304,0.032559020759768374,0.12878108464087137
LPCAT4,0.054350447,0.07937028,-0.5462985,0.03275315286638443,0.12949434479242256
LGI4,0.1305665,0.11670492,0.16191792,0.03277380923067925,0.12952143142469785
LONP1,0.15654992,0.14381148,0.1224432,0.03284151566430008,0.12973435787893195
MKRN2,0.25222027,0.22727852,0.15022242,0.032861084974337845,0.1297570282951337
SLF1,0.23818968,0.2621479,-0.13826954,0.032888328447918516,0.12980996949868387
LRIG2,0.37939492,0.37199047,0.028434634,0.032911046111693425,0.1298450103531992
WDR49,0.028594214,0.054181322,-0.9220481,0.03303338385585467,0.13027289085146218
DROSHA,0.16766073,0.18778689,-0.16355062,0.033035093644103286,0.13022489435671306
ENSG00000225313,0.3499002,0.34574184,0.017248273,0.03308442512941831,0.13036458486526778
PLEC,0.24794401,0.23175594,0.09740782,0.03309555480528585,0.13035369235230557
BTAF1,0.38359505,0.36798447,0.059939027,0.033148107279775005,0.13050589278172434
COX5A,0.41131175,0.44220033,-0.10446763,0.03315896940147745,0.1304938971999419
CASP4,0.06426352,0.08693871,-0.43599272,0.03320445185044771,0.13061809948046138
CDC40,0.1523654,0.1862989,-0.29008222,0.03320903165579707,0.13058136420565303
MT-ND1,0.19219562,0.21495128,-0.16143346,0.03330016748993502,0.13088486442839145
EFHC2,0.06765214,0.09053179,-0.42028356,0.03348769398452837,0.1315668111234695
EFNA1,0.11796758,0.10863246,0.118934155,0.03350557320449752,0.13158195387383664
ARHGEF17,0.16443741,0.1408927,0.2229402,0.033569370417594835,0.13177733609116096
TECR,0.15292771,0.16118674,-0.07588267,0.03372888306991113,0.13234813089163788
ENSG00000250842,0.025742494,0.055960372,-1.1202235,0.03387244505567364,0.13285588608375004
RMDN2-AS1,0.09079,0.100881435,-0.1520536,0.033880015400396264,0.13283004784225563
RIDA,0.07772597,0.10184421,-0.3898909,0.0339117683616732,0.13289900199215454
NRF1,0.569855,0.59827703,-0.07021874,0.034016821377409835,0.1332550388988973
PDE3A-AS1,0.046823412,0.0650201,-0.47364712,0.034039911864818057,0.13328983852909973
ATP5PF,0.37913948,0.4174785,-0.13897288,0.03427625995453534,0.13415931201228642
ZNF451,0.45007104,0.43394494,0.052640557,0.03433541835434279,0.13433481859901755
NOS1AP,0.28256086,0.32712603,-0.21128416,0.03435928295853827,0.1343721520287645
ATP6AP1L,0.18745905,0.2203757,-0.23338866,0.03447113412729044,0.13475340849259956
ECPAS,0.6217652,0.5862551,0.08484125,0.03452821207931139,0.13492031892049125
MICALL2,0.0534625,0.031327046,0.77109957,0.034628070267386506,0.13525418619842638
CYREN,0.16363993,0.1786778,-0.12683463,0.034835384800283975,0.1360073159368557
ALDH6A1,0.09263674,0.116435684,-0.3298738,0.034838963321257174,0.135964706272893
CEP290,0.16854964,0.18495904,-0.13403153,0.03489924889118731,0.13614334848113072
DIRC3,0.22113024,0.25211003,-0.18915653,0.03493689785237552,0.1362335725897702
LINC01876,0.031086907,0.05570606,-0.8415065,0.034953342791976566,0.13624107273548988
FAM219B,0.13369447,0.16425782,-0.2970202,0.03501978774072708,0.13644337565760029
NIPBL,0.9463817,0.92837983,0.027706943,0.035073141285159065,0.13659452533721975
CLUH,0.1690005,0.19180258,-0.18259358,0.03513467374552653,0.1367773896599709
LAMA4,0.4916409,0.5409751,-0.13795704,0.035460368391938106,0.13798804489969446
RFC1,0.17052148,0.193222,-0.180305,0.03547369186573668,0.13798266048272864
PPP1R42,0.29855248,0.25142476,0.24785686,0.03550550377826211,0.13804916553984878
PLEKHA7,0.4648647,0.5170409,-0.15346724,0.03558346993221629,0.13829499374650092
ARHGEF7,0.41350126,0.43055558,-0.058307648,0.03568866668420199,0.13864640614127663
CREBRF,0.33710822,0.367574,-0.1248225,0.035741669267146316,0.13879484315578092
ENSG00000226438,0.11778909,0.09607187,0.29401708,0.03576484087897323,0.1388273633125887
NDUFAB1,0.22887471,0.25986648,-0.1832118,0.035823436765534615,0.1389973051010115
SETX,0.46684137,0.44925413,0.05540049,0.03585887810692657,0.1390773023560087
SLC8A1-AS1,1.9209118,1.8332255,0.06740701,0.03594209921967289,0.1393424689582525
ZC3H6,0.37394175,0.42085513,-0.1705097,0.0362615093577541,0.14052270995227137
ENSG00000234915,0.35495073,0.33268118,0.0934782,0.036280028262404874,0.14053642657220586
BMAL2,0.0638865,0.046421703,0.46070313,0.03633254227402446,0.14068176294465434
MTCL1,0.1581377,0.14511901,0.123943806,0.03639007298302679,0.14081734985636515
LINC03076,0.067456424,0.044584524,0.59740186,0.03639007298302679,0.14081734985636515
FBXL7,1.4986498,1.5338559,-0.0334996,0.0364244428007627,0.14086319965241373
SCYL2,0.2667278,0.24443,0.1259464,0.036474343676746665,0.1409980603111814
TRIM66,0.1321666,0.14531796,-0.13685441,0.036500402033638836,0.14104068034579884
AVIL,0.14724758,0.17460337,-0.24583578,0.036536413461424166,0.1411217089728619
DCUN1D2,0.5213064,0.571048,-0.13148022,0.03656686049554625,0.14118118731243412
RAB10,0.56549704,0.5432435,0.057920277,0.03663591230955684,0.14138960480800586
PAN2,0.12927172,0.14372346,-0.15288758,0.036743443014035274,0.1417462920878614
ERI1,0.081113264,0.09470453,-0.2234931,0.036757800734169684,0.1417433976522729
DDIT4,0.08068044,0.1073912,-0.4125805,0.03676248363256751,0.14170321341033212
ETNK1,0.22506556,0.23450261,-0.059258223,0.03679559060105185,0.14177257947395008
ATP5IF1,0.32798102,0.3577882,-0.12549317,0.03683591541257233,0.1418696873566312
LRRC8C-DT,0.11815524,0.13696632,-0.21313596,0.036843734651074905,0.14184157509084314
ENSG00000255148,0.16295418,0.13344136,0.28825855,0.03689412442176078,0.14197730735232145
TCTN1,0.12724264,0.14843932,-0.22228932,0.03693454117701573,0.14207456552798753
UNKL,0.08530032,0.10303928,-0.27256846,0.03694739470628863,0.14206576112065572
MARK2,0.32177842,0.33899936,-0.07521474,0.03700104441161209,0.14221376430550783
LDAF1,0.1629003,0.17157362,-0.07483792,0.037023025407524786,0.14223997722088352
LRCH3,0.6946149,0.67649156,0.03814131,0.03702742294075873,0.1421986418461721
ENSG00000263657,0.17019731,0.14523879,0.22878003,0.037257339932454045,0.14302306188473152
UBE2Q2P16,0.21995205,0.2048534,0.10259676,0.03732528645056948,0.1432252914025533
LRP1,0.05606219,0.08131775,-0.5365341,0.03742851353406089,0.14356267946711335
EIF4G2,0.27034554,0.25283194,0.09662545,0.03744436737951784,0.1435647955678939
SLC45A4,0.16232304,0.17957367,-0.14570713,0.037518321690300456,0.14378958092254857
TAPT1-AS1,0.16119407,0.19915065,-0.3050599,0.037634422720396396,0.14417564473775377
TRIM35,0.08003518,0.059913285,0.41775203,0.03783873509308041,0.144899188833992
RPS6KA3,0.36593822,0.33587253,0.12368584,0.03787170459922674,0.14496627195020206
LIX1-AS1,0.110775925,0.13227823,-0.255929,0.038103497889807644,0.14579405269256743
IRX6,0.10357387,0.07932597,0.38479066,0.03824211888778093,0.14626480204042425
SMARCAD1,0.332397,0.37035763,-0.15601122,0.038284435051316804,0.1463669802980661
SPTBN4,0.11617978,0.13995942,-0.26864767,0.03833487874059695,0.14650013537445236
PNPLA8,0.30318663,0.28463048,0.09111571,0.03836853924752894,0.14656906971511258
BCCIP,0.28425336,0.25811252,0.13917673,0.03839282924126323,0.1466021668463702
BTBD7,0.4205943,0.40644053,0.04938495,0.03846123521683852,0.14680362441187106
PGM2,0.07702822,0.09927499,-0.36603904,0.03852519589290305,0.1469879576523857
CLHC1,0.1668155,0.15466447,0.10911083,0.03852747026945575,0.14693688051546092
APLP2,0.22347103,0.21059027,0.085648775,0.03854924507609074,0.1469601858203508
ASAH1,1.0050348,1.0052376,-0.00029104715,0.03855282104369715,0.1469141214589629
ANGPTL1,0.16155759,0.1487174,0.11947417,0.03861951567808535,0.1471085246008107
TASOR2,0.44832078,0.44776744,0.001781702,0.038654365950908424,0.14718151840560992
PGM1,0.5022998,0.47925526,0.06775421,0.03867229003893849,0.14719003048491722
ULK3,0.08354332,0.10126941,-0.27759886,0.03872610468404093,0.14733508278413301
HPR,0.22564144,0.24183194,-0.09997225,0.03891217198670194,0.1479829742923541
AFF1,0.90373325,0.9502519,-0.072412886,0.03894068847368342,0.14803141785255178
LMTK2,0.49287573,0.46420157,0.08647239,0.03898759896968833,0.1481497179155998
EYA1,0.48007235,0.45787543,0.06829643,0.03899186593946435,0.14810594584779535
RPL32,0.11902161,0.13055682,-0.13345337,0.03899514849382294,0.1480584715374532
DKK3,0.35255522,0.40001222,-0.18219435,0.03910195936139442,0.1484039574144832
KAT6A,0.53408843,0.52558106,0.023165286,0.03930442794392924,0.14911206751716302
ARHGEF37,0.11157103,0.13758802,-0.3023901,0.03932789775059635,0.14914079898791227
RALA,0.30103958,0.3461785,-0.20156229,0.03965639445285235,0.15032577485117607
SESTD1,0.23308884,0.23645432,-0.02068162,0.03989174102457453,0.1511568312974791
GPD2,0.10980601,0.13525496,-0.30072212,0.039898769484310107,0.15112242846257465
IPO7,0.32107976,0.29502332,0.12210226,0.04004862465443686,0.15162881215009144
STOX2,0.87007385,0.81957257,0.086266086,0.04038154276787128,0.15282760558619135
MTPN,0.15146047,0.12520252,0.2746756,0.040398453050756206,0.15282995424282045
VEGFB,0.22671723,0.26094016,-0.20282423,0.040462089457139326,0.15300899769725157
DPY19L4,0.33351505,0.31971198,0.06097877,0.04049732907355181,0.15308055655441702
TRIM45,0.047389146,0.06546268,-0.4661076,0.040623251678663964,0.15349470287926914
LRIG3,0.07294101,0.09329843,-0.35511827,0.04066065095533156,0.1535741655647829
WAPL,0.34821197,0.3316791,0.070177436,0.040708973173979195,0.1536948033473935
OSGEPL1,0.115234956,0.13221698,-0.19832754,0.04072123160879623,0.15367924173520767
PPP3CA,0.26584902,0.30245084,-0.18609285,0.04072497786564941,0.15363158115622144
TBC1D16,0.106846705,0.09760905,0.1304543,0.040754276853639276,0.15368031569165744
SRSF7,0.3647311,0.34930852,0.0623312,0.04083920840882516,0.15393871164788978
MIR34AHG,0.072656155,0.040674336,0.83695054,0.04092292195704684,0.1541923107634592
TRAF6,0.19736229,0.15808728,0.3201232,0.041011234589801035,0.1544630280696561
MZT2A,0.16187353,0.17627302,-0.12294388,0.04109284441462638,0.15470829305699224
TMOD1,0.7208421,0.6877634,0.06777087,0.04120072498452906,0.15505222695742144
ENSG00000248165,0.034567997,0.05410126,-0.6462102,0.04131194789956805,0.15540845837760522
TMEM220,0.12911387,0.15564214,-0.2695868,0.041402697946246486,0.15568741969205793
MRPS21,0.25616178,0.24412937,0.06940913,0.04142031539335267,0.155691265633187
HSPB3,0.73983645,0.7679001,-0.05371219,0.04144208688659397,0.15571071652784324
SFRP1,0.1417182,0.16012019,-0.1761291,0.04147113061831164,0.15575746495636503
DICER1-AS1,0.08371442,0.10098165,-0.27054238,0.04152338352575537,0.15589131021954256
METTL24,0.058914226,0.084842905,-0.5261705,0.04160967067490484,0.1561527721087829
PKNOX1,0.1315009,0.11153248,0.237607,0.04170201658106195,0.15643675312415964
STARD4-AS1,0.118562095,0.15300888,-0.36797,0.04183040772709947,0.15685566958259284
MTCH1,0.3897148,0.3845774,0.019144654,0.04185305867849988,0.1568779051225273
RTN4RL1,0.03914556,0.055738706,-0.50982,0.04188060227199554,0.15691845467885868
COX5B,0.3887685,0.41244408,-0.085286975,0.04194830607400777,0.15710938426600435
C1orf198,0.11492969,0.09264347,0.31098723,0.04201435398836414,0.15729396213840077
PMVK,0.04915458,0.061779246,-0.32979012,0.04219231590074256,0.15789721092172584
SGIP1,0.1672701,0.20666863,-0.30513835,0.04229630401162719,0.1582232552779451
KIAA1958,0.3896412,0.38298464,0.024859548,0.042452692653822406,0.15874498305227652
DYNLT3,0.08255204,0.06350116,0.37851572,0.042490453955691794,0.1588228840686456
FBXW4,0.46173742,0.4802427,-0.05669093,0.04258586578585085,0.15911612616601065
XPO6,0.21119681,0.19207042,0.13695192,0.04262832916480019,0.15921137907012556
SHOC1,0.38045824,0.37199003,0.03247404,0.04281381703935308,0.15984052187155218
UHRF2,0.24832788,0.2717415,-0.1299882,0.04283976150514565,0.159873763898678
LERFS,0.07095453,0.09153693,-0.36745453,0.04294153502571107,0.1601898535233484
NDUFB3,0.16246462,0.1855447,-0.19164014,0.04296611935624615,0.1602178584261929
CHCHD6,0.21359421,0.19116673,0.16004014,0.04314927180519093,0.16083689633543952
DSC2,0.1211139,0.13934578,-0.20230341,0.04322121297417942,0.16104107232873363
WAC,0.69959533,0.681826,0.037117004,0.04325847603717354,0.16111592782086626
PRKCE,0.98087436,1.0034717,-0.0328596,0.043356420754807584,0.16141664266730346
PIP4K2A,0.2669619,0.24372938,0.13135338,0.043382642827284955,0.16145020031955076
ENSG00000267375,0.05001709,0.032701097,0.6130667,0.04339773557026223,0.1614423295480572
KDM5B,0.2717214,0.26132163,0.056301355,0.04349270585084619,0.16173149674698334
CHST7,0.17515719,0.1959013,-0.1614759,0.04353052689041255,0.16180800447141463
GSN,0.57520115,0.5691684,0.015210986,0.04354205882456758,0.1617867706503339
LMO4,0.099129856,0.109167024,-0.13914418,0.04355719840422285,0.1617789530595482
CREB3L2,0.1667539,0.19101976,-0.19600034,0.04362321561948502,0.16196003519667926
CNOT2,0.47626033,0.45044214,0.080408454,0.04371643261729394,0.16224191883522615
ATRX,0.771038,0.77306277,-0.0037835836,0.04377323997811062,0.1623885082936472
AHDC1,0.1675887,0.1595259,0.07113361,0.04380691958836,0.16244921722450337
TLN2,0.65545493,0.689037,-0.072084844,0.043809093217648955,0.16239309070248223
HEXB,0.19817854,0.17857091,0.15030289,0.04381778864555685,0.16236117419929477
DMXL1-DT,0.15147583,0.17431667,-0.2026217,0.04386455154352171,0.16247028131911595
C4orf36,0.11467738,0.13926639,-0.28026414,0.04390010500581286,0.16253779998600484
YES1,0.24870726,0.23763227,0.06571746,0.04405311667759683,0.16303997659535047
SMAD1,0.22794102,0.21236426,0.10211921,0.044116852442606644,0.16321147855541623
HDAC4,0.81894284,0.8586753,-0.06834984,0.04422958165482826,0.16356402644288479
CACUL1,0.4046778,0.37323263,0.116698265,0.04430121220570796,0.16376437073047756
TWSG1,0.17011057,0.14420928,0.23830724,0.04434255388578079,0.16385263511476778
MET,0.11027451,0.08529426,0.37057495,0.04438026536838344,0.16392742113628875
HERC2,0.81658065,0.83876026,-0.03866306,0.04440004724846713,0.16393594777060944
RNF10,0.5526399,0.5474805,0.013532102,0.04442680124724747,0.16397020035471116
THBS4,0.12417703,0.15108292,-0.28294015,0.04445797030341613,0.16402071466246565
MECP2,0.4574408,0.4817553,-0.074715376,0.04446127163642842,0.16396841607428123
BLCAP,0.25626463,0.2534034,0.016198516,0.044552323115830725,0.16423964458653195
EYS,0.18666811,0.20296629,-0.12076402,0.04468919527011367,0.1646795090432861
RDX,0.5828935,0.56764585,0.03824109,0.04469766942642862,0.16464606774980498
